,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,selling_price,revenue
52,6381501636,2014-08-20,320000.0,3,1.0,1780,6840,2.0,0,0,4,6,1780,0,1947,0,98125,47.727,-122.3,1410,7200,416000.0,96000.0
53,6855700115,2014-06-26,357250.0,3,1.5,1400,8840,1.0,0,0,4,6,1400,0,1952,0,98125,47.7273,-122.309,1260,8840,464425.0,107175.0
54,1787600164,2014-07-23,310000.0,2,1.0,1560,4920,1.0,0,0,4,6,780,780,1947,0,98125,47.7248,-122.325,1760,7510,403000.0,93000.0
55,3992700265,2014-08-04,385100.0,3,1.0,1060,8040,1.0,0,0,4,6,1060,0,1949,0,98125,47.7121,-122.287,1300,7620,423610.00000000006,38510.00000000006
56,1454100056,2014-07-15,355000.0,3,1.0,1600,5001,1.5,0,0,5,6,1080,520,1930,0,98125,47.7232,-122.289,1340,5001,461500.0,106500.0
57,8820900670,2014-06-23,399950.0,3,1.75,1560,5223,1.0,0,0,4,7,810,750,1940,0,98125,47.7175,-122.288,1440,8491,439945.00000000006,39995.00000000006
58,1454100480,2014-08-19,378500.0,2,1.0,880,6171,1.0,0,0,4,7,880,0,1949,0,98125,47.7262,-122.285,2260,12769,492050.0,113550.0
59,6381500065,2014-07-29,376500.0,3,2.0,1630,7800,1.0,0,0,5,7,1630,0,1950,0,98125,47.7326,-122.307,1470,7800,489450.0,112950.0
60,6413100311,2014-06-03,390000.0,3,2.0,1080,7236,1.0,0,0,5,7,1080,0,1947,0,98125,47.7143,-122.32,1120,8008,429000.00000000006,39000.00000000006
61,7663700783,2014-06-13,369500.0,3,1.5,1650,9957,1.0,0,0,4,7,1100,550,1961,0,98125,47.7303,-122.298,1650,7957,480350.0,110850.0
62,3992700326,2014-08-22,380000.0,3,1.0,1380,5400,1.0,0,0,4,7,1380,0,1954,0,98125,47.7134,-122.288,1190,6075,418000.00000000006,38000.00000000006
63,6413600285,2014-08-25,402000.0,3,1.75,1580,6127,1.5,0,0,5,7,1580,0,1947,0,98125,47.7192,-122.32,1500,6128,442200.00000000006,40200.00000000006
64,8632100010,2014-06-04,365000.0,2,1.0,1250,8100,1.0,0,0,4,7,1250,0,1947,0,98125,47.7294,-122.329,1710,8100,474500.0,109500.0
65,9421500130,2014-06-16,378000.0,5,2.5,2760,8015,1.0,0,0,4,8,1600,1160,1960,0,98125,47.7255,-122.297,460,18000,491400.0,113400.0
66,8901000491,2014-08-28,390000.0,2,1.0,1270,8164,1.0,0,0,4,6,1270,0,1941,0,98125,47.7116,-122.311,1580,9095,429000.00000000006,39000.00000000006
67,6381500265,2014-06-27,397000.0,5,1.0,1170,6757,1.0,0,0,4,6,800,370,1944,0,98125,47.7332,-122.304,1590,6794,436700.00000000006,39700.00000000006
68,5667100025,2014-07-08,405000.0,3,1.5,1010,7683,1.5,0,0,5,7,1010,0,1953,0,98125,47.72,-122.318,1550,7271,445500.00000000006,40500.00000000006
69,114101516,2014-05-28,310000.0,3,1.0,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.7558,-122.229,1780,12697,403000.0,93000.0
70,5634500392,2015-04-10,330000.0,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,429000.0,99000.0
71,3649100320,2015-04-30,330000.0,2,1.0,1220,10000,1.0,0,0,5,7,1220,0,1950,0,98028,47.7405,-122.241,2000,9600,429000.0,99000.0
72,4140900140,2014-05-27,438000.0,3,1.75,1650,12940,1.0,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.268,2830,12600,481800.00000000006,43800.00000000006
73,7297700055,2015-03-05,306000.0,3,1.0,1190,10350,1.0,0,0,4,7,1190,0,1959,0,98028,47.7428,-122.244,1850,10500,397800.0,91800.0
74,6179900090,2015-05-07,415000.0,3,1.75,1770,10513,1.0,0,0,4,7,1400,370,1982,0,98028,47.7726,-122.266,2070,9968,456500.00000000006,41500.00000000006
75,3582750280,2015-03-26,347000.0,2,1.75,1315,2162,2.0,0,0,4,8,1315,0,1974,0,98028,47.752,-122.253,1640,2128,451100.0,104100.0
76,3582750170,2015-04-29,410000.0,2,2.25,1660,2128,2.0,0,0,4,8,1660,0,1974,0,98028,47.7528,-122.252,1640,2128,451000.00000000006,41000.00000000006
77,3649100306,2014-05-06,379900.0,4,1.75,1500,11600,1.0,0,0,4,7,1000,500,1955,0,98028,47.7373,-122.241,1740,11600,493870.0,113970.0
78,3579700100,2014-05-27,389000.0,5,2.0,2330,10750,1.0,0,0,4,7,1190,1140,1962,0,98028,47.7325,-122.245,1830,10180,427900.00000000006,38900.00000000006
79,3815500035,2014-05-20,385000.0,3,1.5,1490,9630,1.0,0,0,4,8,1490,0,1959,0,98028,47.7623,-122.256,1960,10469,423500.00000000006,38500.00000000006
80,2570500230,2014-05-29,400000.0,5,2.0,1930,9747,1.0,0,0,4,7,1020,910,1962,0,98028,47.7743,-122.235,2040,9370,440000.00000000006,40000.00000000006
81,8045600130,2014-05-28,425000.0,4,2.75,1680,9545,1.0,0,0,4,7,1080,600,1979,0,98028,47.739,-122.243,1890,9545,467500.00000000006,42500.00000000006
82,4189800050,2014-05-20,335000.0,3,1.0,1060,10050,1.0,0,0,4,7,1060,0,1967,0,98028,47.7355,-122.231,1570,9938,435500.0,100500.0
83,766900250,2015-04-02,406000.0,3,1.75,1270,6017,1.0,0,0,4,7,1030,240,1990,0,98028,47.737,-122.225,1630,7381,446600.00000000006,40600.00000000006
84,3649100031,2015-03-05,345000.0,4,1.0,2020,18150,1.0,0,0,4,7,2020,0,1955,0,98028,47.739,-122.249,1530,11970,448500.0,103500.0
85,5631501161,2015-04-17,425000.0,4,1.75,1910,16785,1.0,0,0,4,7,1110,800,1981,0,98028,47.7474,-122.235,1590,9900,467500.00000000006,42500.00000000006
86,8718500610,2014-05-26,379950.0,3,1.5,1690,9144,1.0,0,0,4,7,1140,550,1956,0,98028,47.739,-122.253,1840,10600,493935.0,113985.0
87,8718500075,2014-11-17,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,98028,47.7403,-122.256,1570,8692,435600.00000000006,39600.00000000006
88,2570500090,2014-10-07,385000.0,5,1.5,1750,9780,1.5,0,0,4,7,1750,0,1961,0,98028,47.7755,-122.235,1750,10295,500500.0,115500.0
89,1357300240,2014-10-27,333500.0,3,1.75,1320,7200,1.0,0,0,4,7,1320,0,1977,0,98028,47.7341,-122.237,1750,7260,433550.0,100050.0
90,3818700016,2014-10-07,434000.0,3,1.75,1660,8301,1.0,0,0,5,7,1660,0,1955,0,98028,47.7647,-122.263,1660,9489,477400.00000000006,43400.00000000006
91,114100297,2014-09-22,400000.0,3,1.75,1560,8456,1.0,0,0,5,7,1560,0,1970,0,98028,47.7769,-122.25,2230,13109,440000.00000000006,40000.00000000006
92,4140500050,2014-09-08,362000.0,3,1.0,1290,10125,1.0,0,0,4,7,1290,0,1956,0,98028,47.7641,-122.265,1760,14460,470600.0,108600.0
93,3818700185,2014-09-25,400000.0,4,1.5,2150,11026,1.0,0,0,4,7,2150,0,1952,0,98028,47.7635,-122.263,1760,10283,440000.00000000006,40000.00000000006
94,3649100315,2014-06-25,418800.0,4,2.25,2100,9984,1.0,0,0,4,7,1290,810,1973,0,98028,47.7365,-122.242,1930,10511,460680.00000000006,41880.00000000006
95,8718500495,2014-07-30,375000.0,4,1.75,2190,9225,1.0,0,0,4,7,1250,940,1959,0,98028,47.7396,-122.256,2190,9225,487500.0,112500.0
96,3824100235,2014-07-24,425000.0,4,1.75,2120,15920,1.0,0,0,4,7,1060,1060,1960,0,98028,47.771,-122.258,2200,12580,467500.00000000006,42500.00000000006
97,3649100276,2014-06-09,368000.0,3,1.75,1710,10800,1.0,0,0,4,7,1710,0,1958,0,98028,47.7391,-122.241,1890,10800,478400.0,110400.0
98,3582750120,2014-07-15,409000.0,2,2.25,1640,2128,2.0,0,0,4,8,1640,0,1974,0,98028,47.753,-122.252,1640,2128,449900.00000000006,40900.00000000006
99,5631500905,2014-07-23,272925.0,2,1.0,1280,5728,1.5,0,0,5,6,1280,0,1941,0,98028,47.7477,-122.232,2480,9775,354802.5,81877.5
100,5634500182,2014-07-15,396000.0,4,1.75,1970,12409,1.0,0,0,4,7,1220,750,1968,0,98028,47.7489,-122.236,1690,10720,435600.00000000006,39600.00000000006
101,114101426,2014-06-17,375000.0,3,1.75,1160,22470,1.0,0,0,4,7,1160,0,1976,0,98028,47.7595,-122.23,1940,15999,487500.0,112500.0
102,3579800405,2014-08-25,440000.0,4,2.5,2300,10880,1.0,0,0,4,7,1190,1110,1961,0,98028,47.7341,-122.242,1960,10400,484000.00000000006,44000.00000000006
103,3824100211,2014-06-26,370000.0,3,1.5,2380,14500,1.0,0,0,4,7,1850,530,1961,0,98028,47.7714,-122.256,1830,13600,481000.0,111000.0
104,3949600090,2014-12-01,335000.0,3,1.0,980,9903,1.0,0,0,4,7,980,0,1966,0,98028,47.7746,-122.239,1830,9903,435500.0,100500.0
105,5628400080,2014-12-18,420000.0,3,2.25,1800,9800,1.0,0,0,4,7,1300,500,1959,0,98028,47.7393,-122.244,1680,9545,462000.00000000006,42000.00000000006
106,3816300105,2015-01-12,435000.0,4,2.5,2060,10125,2.0,0,0,4,7,1560,500,1979,0,98028,47.764,-122.262,1760,9876,478500.00000000006,43500.00000000006
107,114100354,2014-12-12,249000.0,3,1.0,1090,10296,1.0,0,0,4,6,1090,0,1950,0,98028,47.7743,-122.26,1910,10296,323700.0,74700.0
108,3818700190,2014-12-15,387846.0,4,1.75,2520,15205,1.0,0,0,4,7,2040,480,1954,0,98028,47.7642,-122.264,1680,10000,426630.60000000003,38784.600000000035
109,3649100346,2015-01-09,322968.0,5,1.75,1890,9600,1.0,0,0,4,7,1890,0,1960,0,98028,47.7391,-122.241,2350,5308,419858.4,96890.40000000002
110,6181700250,2015-02-26,350000.0,2,1.0,720,5820,1.0,0,1,5,6,720,0,1950,0,98028,47.7598,-122.255,952,5820,385000.00000000006,35000.00000000006
111,9238901420,2015-02-02,442000.0,3,1.0,1190,5100,1.0,0,0,4,7,1030,160,1941,0,98136,47.5346,-122.385,1690,5100,486200.00000000006,44200.00000000006
112,312000295,2015-01-22,400000.0,2,1.0,920,5120,1.0,0,0,5,7,920,0,1952,0,98136,47.5569,-122.394,1190,5120,520000.0,120000.0
113,1090000075,2014-12-16,393000.0,2,1.0,1020,4200,1.0,0,0,5,6,1020,0,1923,0,98136,47.5319,-122.391,1660,4200,510900.0,117900.0
114,7625701900,2015-02-22,467500.0,2,1.75,1490,4800,1.0,0,0,4,7,750,740,1918,0,98136,47.5496,-122.391,1400,6000,514250.00000000006,46750.00000000006
115,7625701891,2014-08-06,435000.0,3,1.0,1400,4800,1.0,0,0,4,6,700,700,1917,0,98136,47.5499,-122.391,1470,6000,478500.00000000006,43500.00000000006
116,2493200435,2014-08-25,360000.0,2,2.0,1180,3200,1.0,0,1,4,6,590,590,1945,0,98136,47.5275,-122.383,1350,4000,468000.0,108000.0
117,9417400215,2014-07-31,363000.0,2,1.0,820,4880,1.0,0,0,4,6,820,0,1925,0,98136,47.5483,-122.394,1320,4880,471900.0,108900.0
118,7625703637,2014-08-28,286000.0,2,1.0,610,4000,1.0,0,0,4,6,610,0,1918,0,98136,47.5469,-122.391,870,5160,371800.0,85800.0
119,7104100050,2014-06-24,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,900,600,1920,0,98136,47.5499,-122.394,1090,5412,533500.0,48500.0
120,3013300968,2014-08-01,416500.0,3,1.0,1100,4184,1.0,0,0,4,7,1100,0,1965,0,98136,47.5309,-122.382,1630,4366,458150.00000000006,41650.00000000006
121,4315700175,2014-06-12,440000.0,3,1.0,1210,5750,1.5,0,0,4,7,1210,0,1910,0,98136,47.5403,-122.391,1160,5000,484000.00000000006,44000.00000000006
122,7625703065,2014-06-04,375000.0,2,1.0,820,6250,1.0,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384,1300,6250,487500.0,112500.0
123,9100000040,2014-08-07,480000.0,3,1.75,1710,4080,1.0,0,0,4,7,1130,580,1979,0,98136,47.5563,-122.392,1200,4080,528000.0,48000.0
124,826000480,2014-08-26,448500.0,3,1.75,1300,4800,2.0,0,1,4,7,1300,0,1912,0,98136,47.5457,-122.383,1300,4800,493350.00000000006,44850.00000000006
125,3524039228,2014-07-23,394000.0,3,2.0,1160,3441,1.0,0,0,4,6,580,580,1930,0,98136,47.5314,-122.392,1160,4000,512200.0,118200.0
126,3013301525,2014-10-13,453500.0,2,1.5,1710,4189,1.0,0,1,5,7,1160,550,1951,0,98136,47.5286,-122.383,1530,5608,498850.00000000006,45350.00000000006
127,7626200280,2014-10-02,425000.0,2,1.0,1170,5000,1.0,0,0,4,7,1030,140,1920,0,98136,47.5449,-122.388,1170,5850,467500.00000000006,42500.00000000006
128,7104100065,2014-09-26,425000.0,2,2.0,1280,4095,2.0,0,0,4,8,1280,0,1918,0,98136,47.5501,-122.393,1470,5500,467500.00000000006,42500.00000000006
129,3560800040,2014-10-28,400000.0,2,1.75,960,6200,1.0,0,0,4,7,960,0,1946,0,98136,47.5551,-122.396,1000,6000,520000.0,120000.0
130,7625703405,2014-09-10,431000.0,2,1.0,1000,6500,1.0,0,0,4,7,1000,0,1918,0,98136,47.5474,-122.388,1280,6500,474100.00000000006,43100.00000000006
131,3123800080,2014-11-12,365000.0,2,1.5,1160,8060,1.0,0,0,4,7,1160,0,1950,0,98136,47.5146,-122.386,1500,8060,474500.0,109500.0
132,9557200090,2014-11-12,399000.0,3,1.0,990,4250,1.0,0,0,4,7,840,150,1924,0,98136,47.5392,-122.39,990,4500,518700.0,119700.0
133,2594200375,2015-03-30,427500.0,3,1.75,1240,7200,1.0,0,0,5,7,1240,0,1942,0,98136,47.5142,-122.389,1640,7200,555750.0,128250.0
134,3522900061,2015-04-21,418000.0,2,1.0,1040,6900,1.0,0,0,4,7,1040,0,1915,0,98136,47.5411,-122.391,1620,6280,543400.0,125400.0
135,2461900945,2015-04-21,438000.0,5,1.0,1950,6250,1.5,0,0,4,7,1450,500,1917,0,98136,47.5511,-122.386,1950,6250,481800.00000000006,43800.00000000006
136,5705500075,2015-03-26,388000.0,2,1.75,800,4800,1.0,0,0,4,6,800,0,1922,0,98136,47.5559,-122.396,1090,5000,504400.0,116400.0
137,4322200105,2015-03-31,229050.0,1,1.0,420,3298,1.0,0,0,4,4,420,0,1949,0,98136,47.5375,-122.391,1460,4975,297765.0,68715.0
138,2594200350,2015-03-04,445000.0,2,1.0,910,7200,1.0,0,1,4,7,830,80,1936,0,98136,47.5145,-122.39,1700,7200,489500.00000000006,44500.00000000006
139,2810100040,2014-05-07,485000.0,3,2.0,1610,4160,1.0,0,0,4,7,1010,600,1917,0,98136,47.5421,-122.388,1040,4400,533500.0,48500.0
140,7626200235,2014-05-23,464600.0,3,1.75,1120,5500,1.5,0,0,4,7,1120,0,1925,0,98136,47.5445,-122.391,1490,5500,511060.00000000006,46460.00000000006
141,2815600235,2015-04-02,450600.0,2,1.0,840,7020,1.5,0,0,4,7,840,0,1943,0,98136,47.5513,-122.394,1310,7072,495660.00000000006,45060.00000000006
142,6054650070,2014-10-07,400000.0,3,1.75,1370,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,520000.0,120000.0
143,8644400060,2014-10-29,568000.0,3,2.5,2320,57063,1.0,0,0,4,9,1790,530,1979,0,98074,47.6163,-122.056,3290,7314,624800.0,56800.0
144,1825069031,2014-10-16,550000.0,4,1.75,2410,8447,2.0,0,3,4,8,2060,350,1936,1980,98074,47.6499,-122.088,2520,14789,605000.0,55000.0
145,3575304895,2014-09-23,406550.0,5,2.75,2400,15781,1.0,0,0,4,7,1200,1200,1974,0,98074,47.622,-122.059,2390,7500,528515.0,121965.0
146,3325069060,2014-09-12,510000.0,3,1.75,1920,43560,1.0,0,0,4,7,1340,580,1962,0,98074,47.6052,-122.044,2540,58806,561000.0,51000.0
147,7504180070,2014-11-11,577000.0,3,1.5,1560,20251,1.0,0,0,5,7,1200,360,1989,0,98074,47.619,-122.054,1560,19119,634700.0,57700.0
148,3575302880,2014-11-10,339300.0,3,2.0,970,10000,1.0,0,0,5,7,970,0,1972,0,98074,47.6205,-122.063,1230,7500,441090.0,101790.0
149,6600220300,2014-09-14,600000.0,4,2.5,2230,12753,1.0,0,0,4,7,1180,1050,1981,0,98074,47.6297,-122.033,1860,12753,660000.0,60000.0
150,8562901010,2014-09-26,505000.0,2,3.0,2770,10800,1.5,0,0,5,8,1910,860,1984,0,98074,47.6082,-122.057,2140,10800,656500.0,151500.0
151,6054650510,2014-06-09,347000.0,3,1.75,1240,8050,1.0,0,0,4,7,1240,0,1978,0,98074,47.6108,-122.044,1370,9856,451100.0,104100.0
152,1825069031,2014-08-14,550000.0,4,1.75,2410,8447,2.0,0,3,4,8,2060,350,1936,1980,98074,47.6499,-122.088,2520,14789,605000.0,55000.0
153,3575303970,2014-07-16,340000.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6169,-122.062,1230,7500,442000.0,102000.0
154,8562901250,2014-08-27,516000.0,4,2.75,2210,10800,1.0,0,0,4,8,1170,1040,1997,0,98074,47.6086,-122.059,2210,10800,567600.0,51600.0
155,8644400040,2014-07-29,605000.0,4,2.25,2510,31584,2.0,0,0,4,9,2510,0,1979,0,98074,47.6153,-122.054,2510,39221,665500.0,60500.0
156,8562900310,2014-06-13,615000.0,3,1.75,2350,20820,1.0,0,0,4,8,1800,550,1978,0,98074,47.6095,-122.059,2040,10800,676500.0,61500.0
157,3575200030,2014-07-29,549000.0,4,2.25,2420,59800,1.0,0,0,4,8,1350,1070,1985,0,98074,47.6206,-122.056,2160,17598,603900.0,54900.0
158,1939120540,2014-07-22,640000.0,3,2.5,2390,8315,2.0,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.028,2370,7816,704000.0,64000.0
159,8562901830,2014-08-05,454800.0,4,2.25,2490,10720,1.0,0,1,4,7,1400,1090,1979,0,98074,47.6137,-122.06,3080,10720,591240.0,136440.0
160,3575304017,2014-08-22,315000.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6172,-122.061,1250,10000,409500.0,94500.0
161,3575302759,2014-08-06,365000.0,2,1.75,1270,7500,1.0,0,0,4,7,1270,0,1982,0,98074,47.6186,-122.063,1280,7500,474500.0,109500.0
162,3575303700,2014-07-25,324950.0,3,1.0,1240,7500,1.0,0,0,4,7,1240,0,1976,0,98074,47.6199,-122.062,1240,9750,422435.0,97485.0
163,7715801040,2015-02-21,465000.0,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,511500.00000000006,46500.00000000006
